time,Kyiv_33345,Boryspil_33347,Chornobyl_33231,Fastiv_33339,Byla_Tzerkva_33464,Baryshivka_33354,Yagotyn_33356,Myronivka_33466
2021-08-13 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-13 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-14 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-14 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-15 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-15 18:00:00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2021-08-16 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-16 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-17 06:00:00,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
2021-08-17 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-18 06:00:00,0.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0
2021-08-18 18:00:00,5.0,3.0,0.0,2.0,0.7,2.0,0.0,0.0
2021-08-19 06:00:00,4.0,4.0,0.5,7.0,7.0,5.0,0.0,8.0
2021-08-19 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2021-08-20 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-20 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-21 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-21 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-22 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-22 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-23 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-23 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-24 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-24 18:00:00,0.0,0.0,3.0,0.6,0.0,0.0,0.0,0.0
2021-08-25 06:00:00,6.0,5.0,8.0,13.0,2.0,3.0,2.0,0.0
2021-08-25 18:00:00,0.0,0.6,0.0,0.0,0.0,0.0,9.0,3.0
2021-08-26 06:00:00,0.0,0.0,0.1,0.3,2.0,0.8,0.0,2.0
2021-08-26 18:00:00,3.0,3.0,3.0,2.0,4.0,2.0,2.0,2.0
2021-08-27 06:00:00,3.0,3.0,0.0,0.0,0.0,0.5,3.0,6.0
2021-08-27 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-28 06:00:00,0.1,0.0,0.9,0.3,0.0,0.0,0.0,0.0
2021-08-28 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-29 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-29 18:00:00,10.0,1.0,2.0,14.0,14.0,7.0,1.0,2.0
2021-08-30 06:00:00,6.0,0.0,22.0,15.0,6.0,0.0,0.0,0.0
